ID,Campus,Situação no Curso,Modalidade,Curso,Ano/Semestre letivo da ocorrência,Série/Período da ocorrência,Principal motivo da ocorrência,Motivo terciário da ocorrência,Motivo secundário da ocorrência
630,PAR,Evadido,Técnico Integrado,Técnico em Informática,2021.1,2,Necessidade de trabalhar,,
631,SPP,Evadido,Técnico Subsequente,Técnico em Edificações,2021.2,1,Mudança de cidade,Mudança de cidade,Mudança de cidade
632,CNAT,Evadido,Técnico Integrado,Técnico em Geologia,2018.1,1,Necessidade de trabalhar,Dificuldade de aprendizagem,Dificuldade de acompanhamento do curso devido ao longo tempo de afastamento do sistema formal de ensino
633,ZL,Evadido,Técnico Subsequente,Técnico em Informática para Internet,2020.1,3,Dificuldade em conciliar os estudos com outros cursos,,
634,ZL,Evadido,Tecnologia,Tecnologia em Gestão Pública,2022.2,1,Problema de saúde pessoal ou de familiar,,
635,PAR,Trancado,Técnico Integrado,Técnico em Informática,2021.1,2,Desmotivação ou desinteresse pelo curso,,
636,PAR,Evadido,Técnico Integrado,Técnico em Informática,2020.1,2,Necessidade de trabalhar,,
637,CAL,Evadido,Técnico Subsequente,Técnico em Eventos,2020.1,1,Dificuldades de (re)adaptação à rotina escolar,,
638,SPP,Evadido,Técnico Subsequente,Técnico em Edificações,2019.1,2,Dificuldade de aprendizagem,Falta de dedicação aos estudos,Falta de hábito de estudo
639,ZL,Evadido,Técnico Subsequente,Técnico em Informática para Internet,2021.2,4,Dificuldade em conciliar estudo e trabalho,,
640,ZL,Evadido,Técnico Subsequente,Técnico em Informática para Internet,2020.1,2,Dificuldade em conciliar os estudos com outros cursos,,Problema psicológico pessoal ou de familiar
641,ZL,Evadido,Tecnologia,Tecnologia em Gestão Ambiental,2020.2,2,Problema de saúde pessoal ou de familiar,,
642,CNAT,Evadido,Técnico Integrado,Técnico em Geologia,2018.1,3,Problema de saúde pessoal ou de familiar,Problema de saúde pessoal ou de familiar,Problema de saúde pessoal ou de familiar
643,SPP,Evadido,Técnico Subsequente,Técnico em Edificações,2022.2,4,Dificuldade em conciliar estudo e trabalho,Dificuldade em conciliar estudo e trabalho,Dificuldade em conciliar estudo e trabalho
644,ZL,Evadido,Técnico Subsequente,Técnico em Informática para Internet,2020.1,1,Dificuldade em conciliar estudo e trabalho,,Desmotivação ou desinteresse pelo curso
645,ZL,Evadido,Tecnologia,Tecnologia em Gestão Ambiental,2020.2,2,Dificuldade em conciliar estudo e trabalho,,
646,MO,Evadido,Técnico Subsequente,Técnico em Mecânica,2020.2,2,Dificuldade de aprendizagem,,
647,CANG,Evadido,Tecnologia,Tecnologia em Gestão do Turismo,2019.1,1,Problema de saúde pessoal ou de familiar,,Desmotivação ou desinteresse pelo curso
648,IP,Evadido,Licenciatura,Licenciatura em Informática,2018.2,2,Necessidade de trabalhar,Desmotivação ou desinteresse pelo curso,Dificuldade em conciliar estudo e trabalho
649,MO,Evadido,Técnico Subsequente,Técnico em Mecânica,2020.1,1,"Dificuldades de adaptação à modalidade da educação profissional (número e conteúdo das disciplinas, interdisciplinaridade)",,
650,IP,Evadido,Técnico Subsequente,Técnico em Manutenção e Suporte em Informática,2019.2,4,Dificuldade de aprendizagem,Desmotivação ou desinteresse pelo curso,Falta de disciplina para o estudo
651,SGA,Evadido,Técnico Subsequente,Técnico em Edificações,2018.1,1,Dificuldade em conciliar os estudos com outros cursos,,
652,SGA,Evadido,Tecnologia,Técnico em Logística,2018.1,3,Falta de identificação com o curso,,
653,SGA,Evadido,Tecnologia,Técnico em Logística,2018.2,1,Mudança de cidade,,
654,SGA,Evadido,Técnico Integrado,Técnico em Logística,2020.1,1,Desmotivação ou desinteresse pelo curso,,
655,SGA,Evadido,Tecnologia,Tecnologia em Redes de Computadores,2018.1,1,Inadequação do conteúdo e/ou da carga-horária de disciplinas,,
656,IP,Evadido,Técnico Subsequente,Técnico em Meio Ambiente,2018.1,1,Necessidade de trabalhar,Desmotivação ou desinteresse pelo curso,Dificuldade em conciliar estudo e trabalho
657,IP,Evadido,Tecnologia,Tecnologia em Agroecologia,2020.1,1,Mudança de cidade,Necessidade de trabalhar,Necessidade de trabalhar
658,IP,Evadido,Tecnologia,Tecnologia em Agroecologia,2020.1,3,Problema de saúde pessoal ou de familiar,Problema de saúde pessoal ou de familiar,Problema de saúde pessoal ou de familiar
659,SGA,Evadido,Tecnologia,Técnico em Logística,2018.2,1,Ingresso em outro curso,,
660,SGA,Evadido,Tecnologia,Técnico em Logística,2020.1,1,Dificuldade de transporte para a unidade de ensino,,Dificuldade em conciliar estudo e trabalho
661,SC,Evadido,Técnico Subsequente,Técnico em Manutenção e Suporte em Informática,2022.2,1,Mudança de cidade,,
662,MO,Trancado,Técnico Subsequente,Técnico em Mecânica,2022.1,3,Necessidade de trabalhar,,
663,SGA,Evadido,Tecnologia,Tecnologia em Logística,2018.2,2,Dificuldade em conciliar estudo e trabalho,,
664,MO,Evadido,Técnico Subsequente,Técnico em Edificações,2019.2,2,Dificuldade em conciliar estudo e trabalho,,
665,MO,Evadido,Técnico Subsequente,Técnico em Mecânica,2021.1,5,Dificuldade de acompanhamento do curso devido ao longo tempo de afastamento do sistema formal de ensino,,
666,ZL,Evadido,Técnico Subsequente,Técnico em Informática para Internet,2019.2,2,Dificuldade em conciliar estudo e trabalho,,
667,IP,Evadido,Licenciatura,Licenciatura em Informática,2022.1,1,Mudança de interesse profissional ou pessoal,Mudança de interesse profissional ou pessoal,Mudança de interesse profissional ou pessoal
668,ZL,Evadido,Técnico Subsequente,Técnico em Informática para Internet,2019.2,3,Problema de saúde pessoal ou de familiar,,
669,SPP,Evadido,Técnico Subsequente,Técnico em Meio Ambiente,2021.2,1,Dificuldade de transporte para a unidade de ensino,Falta de moradia,Falta de moradia
670,PF,Evadido,Técnico Integrado,Técnico em Apicultura,2020.1,3,Desmotivação ou desinteresse pelo curso,,
671,MO,Evadido,Técnico Subsequente,Técnico em Mecânica,2021.2,2,Dificuldade em conciliar estudo e trabalho,,
672,MO,Trancado,Técnico Subsequente,Técnico em Edificações,2022.2,2,Dificuldade em conciliar os estudos com outros cursos,,
673,IP,Evadido,Licenciatura,Licenciatura em Informática,2022.1,1,Mudança de interesse profissional ou pessoal,Necessidade de trabalhar,Necessidade de trabalhar
674,ZL,Evadido,Técnico Subsequente,Técnico em Informática para Internet,2019.1,3,"Dificuldades de adaptação à modalidade da educação profissional (número e conteúdo das disciplinas, interdisciplinaridade)",,
675,ZL,Evadido,Técnico Subsequente,Técnico em Informática para Internet,2022.1,1,Problema de saúde pessoal ou de familiar,,
676,SGA,Evadido,Tecnologia,Técnico em Logística,2018.1,1,Problema psicológico pessoal ou de familiar,,
677,SPP,Evadido,Técnico Subsequente,Técnico em Meio Ambiente,2021.2,1,Dificuldade em conciliar estudo e trabalho,"Dificuldades de adaptação à modalidade da educação profissional (número e conteúdo das disciplinas, interdisciplinaridade)",Defasagem de conhecimentos anteriores ao ingresso no curso
678,ZL,Evadido,Técnico Subsequente,Técnico em Informática para Internet,2018.2,3,Desmotivação ou desinteresse pelo curso,,
679,MO,Evadido,Técnico Subsequente,Técnico em Edificações,2022.1,1,Dificuldade em conciliar estudo e trabalho,,
680,MO,Evadido,Técnico Integrado,Técnico em Eletrotécnica,2021.1,1,Problema de saúde pessoal ou de familiar,,
681,ZL,Evadido,Técnico Subsequente,Técnico em Informática para Internet,2022.1,2,"Dificuldades de adaptação à modalidade da educação profissional (número e conteúdo das disciplinas, interdisciplinaridade)",,
682,IP,Evadido,Licenciatura,Licenciatura em Informática,2020.1,3,Necessidade de trabalhar,Necessidade de trabalhar,Necessidade de trabalhar
683,ZL,Evadido,Técnico Subsequente,Técnico em Informática para Internet,2018.1,3,Dificuldade em conciliar os estudos com outros cursos,,
684,IP,Evadido,Licenciatura,Licenciatura em Química,2021.1,1,Necessidade de trabalhar,Necessidade de trabalhar,Necessidade de trabalhar
685,CN,Evadido,Técnico Integrado,Técnico em Alimentos,2020.1,1,Problema de saúde pessoal ou de familiar,Mudança de cidade,Falta de acompanhamento e apoio pedagógico dos docentes
686,CANG,Trancado,Licenciatura,Licenciatura em Educação do Campo,2022.1,4,Mudança de cidade,,
687,MO,Evadido,Técnico Subsequente,Técnico em Mecânica,2019.2,4,Ingresso em outro curso,,Problema psicológico pessoal ou de familiar
688,ZL,Evadido,Técnico Subsequente,Técnico em Informática para Internet,2020.2,2,"Dificuldades de adaptação à modalidade da educação profissional (número e conteúdo das disciplinas, interdisciplinaridade)",,
689,ZL,Evadido,Técnico Subsequente,Técnico em Informática para Internet,2018.2,3,Desmotivação ou desinteresse pelo curso,,
690,SPP,Evadido,Técnico Subsequente,Técnico em Meio Ambiente,2022.2,1,Problema de saúde pessoal ou de familiar,Problema de saúde pessoal ou de familiar,Problema de saúde pessoal ou de familiar
691,MO,Evadido,Técnico Subsequente,Técnico em Edificações,2023.1,1,Dificuldade em conciliar os estudos com outros cursos,,
692,ZL,Evadido,Técnico Subsequente,Técnico em Informática para Internet,2019.2,3,"Dificuldades de adaptação à modalidade da educação profissional (número e conteúdo das disciplinas, interdisciplinaridade)",,Falta de recursos financeiros para aquisição de material escolar
693,SGA,Evadido,Tecnologia,Técnico em Logística,2020.2,4,Problema de saúde pessoal ou de familiar,,Necessidade de trabalhar
694,ZL,Evadido,Técnico Subsequente,Técnico em Informática para Internet,2022.1,2,Falta de recursos financeiros para transporte escolar,,
695,ZL,Evadido,Técnico Subsequente,Técnico em Informática para Internet,2022.1,2,"Dificuldades de adaptação à modalidade da educação profissional (número e conteúdo das disciplinas, interdisciplinaridade)",,Dificuldade em conciliar estudo e trabalho
696,SC,Evadido,Técnico Subsequente,Técnico em Manutenção e Suporte em Informática,2019.2,1,Ingresso em outro curso,,
697,SC,Evadido,Licenciatura,Licenciatura em Física,2022.1,2,Dificuldades de (re)adaptação à rotina escolar,,
698,CN,Evadido,Licenciatura,Técnico em Química,2019.1,3,Necessidade de cuidar de familiar no horário do curso,Necessidade de cuidar de familiar no horário do curso,Necessidade de cuidar de familiar no horário do curso
699,ZL,Evadido,Técnico Subsequente,Técnico em Informática para Internet,2020.1,2,Dificuldade em conciliar estudo e trabalho,,
700,CN,Evadido,Licenciatura,Técnico em Química,2018.1,4,Desmotivação ou desinteresse pelo curso,Desmotivação ou desinteresse pelo curso,Desmotivação ou desinteresse pelo curso
701,ZL,Evadido,Técnico Subsequente,Técnico em Informática para Internet,2021.1,2,Dificuldade em conciliar os estudos com outros cursos,,Dificuldade em conciliar estudo e trabalho
702,SPP,Evadido,Técnico Subsequente,Técnico em Meio Ambiente,2020.2,1,Necessidade de trabalhar,Falta de disciplina para o estudo,Dificuldade em conciliar estudo e trabalho
703,PF,Evadido,Licenciatura,Licenciatura em Química,2021.1,1,Necessidade de cuidar de familiar no horário do curso,,
704,SC,Evadido,Técnico Subsequente,Técnico em Manutenção e Suporte em Informática,2019.2,1,Necessidade de trabalhar,,
705,CN,Evadido,Licenciatura,Técnico em Química,2018.1,2,Desmotivação ou desinteresse pelo curso,Desmotivação ou desinteresse pelo curso,Desmotivação ou desinteresse pelo curso
706,ZL,Evadido,Técnico Subsequente,Técnico em Informática para Internet,2020.1,1,Dificuldade em conciliar estudo e trabalho,,
707,SGA,Evadido,Tecnologia,Técnico em Logística,2018.2,2,Problema psicológico pessoal ou de familiar,,
708,ZL,Evadido,Técnico Subsequente,Técnico em Informática para Internet,2020.1,1,Falta de recursos financeiros para transporte escolar,,
709,ZL,Evadido,Técnico Subsequente,Técnico em Informática para Internet,2020.1,2,Dificuldade em conciliar estudo e trabalho,,
710,SC,Evadido,Licenciatura,Licenciatura em Física,2019.1,2,Desmotivação ou desinteresse pelo curso,,
711,ZL,Evadido,Tecnologia,Tecnologia em Gestão Ambiental,2020.1,1,Dificuldade em conciliar estudo e trabalho,Desmotivação ou desinteresse pelo curso,Falta de identificação com o curso
712,MO,Evadido,Técnico Subsequente,Técnico em Edificações,2022.1,1,Dificuldade em conciliar os estudos com outros cursos,,
713,ZL,Evadido,Técnico Subsequente,Técnico em Informática para Internet,2021.1,3,Dificuldade em conciliar estudo e trabalho,,Necessidade de cuidar de familiar no horário do curso
714,LAJ,Evadido,Técnico Subsequente,Técnico em Comércio,2022.1,1,Dificuldade em conciliar estudo e trabalho,,
715,SPP,Evadido,Técnico Subsequente,Técnico em Meio Ambiente,2022.1,1,Dificuldade em conciliar os estudos com outros cursos,Dificuldade em conciliar os estudos com outros cursos,Dificuldade em conciliar os estudos com outros cursos
716,ZL,Evadido,Técnico Subsequente,Técnico em Informática para Internet,2019.1,2,Falta de recursos financeiros para aquisição de material escolar,,Problema de saúde pessoal ou de familiar
717,CNAT,Evadido,Tecnologia,Tecnologia em Gestão Ambiental,2022.2,1,Dificuldade em conciliar estudo e trabalho,,
718,MO,Trancado,Técnico Subsequente,Técnico em Mecânica,2023.1,4,Mudança de cidade,,
719,MO,Evadido,Técnico Integrado,Técnico em Eletrotécnica,2022.1,3,Mudança de interesse profissional ou pessoal,,
720,SC,Evadido,Técnico Subsequente,Técnico em Manutenção e Suporte em Informática,2021.2,1,Dificuldades de (re)adaptação à rotina escolar,,
721,ZL,Evadido,Técnico Subsequente,Técnico em Informática para Internet,2019.1,3,Mudança de interesse profissional ou pessoal,,
722,ZL,Evadido,Técnico Subsequente,Técnico em Informática para Internet,2022.1,1,Dificuldade em conciliar os estudos com outros cursos,,
723,ZL,Evadido,Técnico Subsequente,Técnico em Informática para Internet,2022.2,1,Falta de recursos financeiros para aquisição de material escolar,,
724,ZL,Evadido,Técnico Subsequente,Técnico em Informática para Internet,2022.1,1,Dificuldade em conciliar os estudos com outros cursos,,
725,ZL,Evadido,Técnico Subsequente,Técnico em Informática para Internet,2019.1,1,"Dificuldades de adaptação à modalidade da educação profissional (número e conteúdo das disciplinas, interdisciplinaridade)",,
726,ZL,Evadido,Técnico Subsequente,Técnico em Informática para Internet,2018.1,1,Dificuldade em conciliar estudo e trabalho,,
727,LAJ,Evadido,Técnico Integrado,Técnico em Administração,2021.1,1,Dificuldades de (re)adaptação à rotina escolar,,
728,ZL,Evadido,Técnico Subsequente,Técnico em Informática para Internet,2021.2,2,Falta de recursos financeiros para transporte escolar,,
729,PF,Trancado,Tecnologia,Tecnologia em Análise e Desenvolvimento de Sistemas,2020.1,2,Mudança de cidade,,
730,CANG,Trancado,Licenciatura,Licenciatura em Educação do Campo,2021.2,1,Falta de recursos financeiros para aquisição de material escolar,,
731,SGA,Evadido,Tecnologia,Técnico em Logística,2020.2,1,Dificuldade de acompanhamento do curso devido ao longo tempo de afastamento do sistema formal de ensino,,Dificuldade em conciliar estudo e trabalho
732,ZL,Evadido,Tecnologia,Tecnologia em Gestão Ambiental,2020.2,2,Falta de recursos financeiros para aquisição de material escolar,,
733,ZL,Evadido,Técnico Subsequente,Técnico em Informática para Internet,2018.2,2,Dificuldade em conciliar estudo e trabalho,,Necessidade de cuidar de familiar no horário do curso
734,ZL,Evadido,Técnico Subsequente,Técnico em Informática para Internet,2021.2,1,Problema de saúde pessoal ou de familiar,,
736,ZL,Evadido,Técnico Subsequente,Técnico em Informática para Internet,2018.2,2,Ingresso em outro curso,,
735,SGA,Evadido,Tecnologia,Técnico em Logística,2020.1,1,Ingresso em outro curso,,
737,IP,Evadido,Licenciatura,Licenciatura em Química,2021.1,1,Necessidade de trabalhar,Necessidade de trabalhar,Necessidade de trabalhar
738,LAJ,Evadido,Técnico Integrado,Técnico em Administração,2018.1,1,Problema psicológico pessoal ou de familiar,,
739,CNAT,Evadido,Tecnologia,Tecnologia em Gestão Ambiental,2022.2,1,Dificuldade em conciliar os estudos com outros cursos,,
740,LAJ,Evadido,Técnico Subsequente,Técnico em Administração,2021.1,1,Dificuldade em conciliar os estudos com outros cursos,,Ingresso em outro curso
